,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
7347,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
7348,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
7349,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
7350,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
7351,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
7352,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
7353,Sullivan,New Hampshire,33019,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
7354,Sullivan,New Hampshire,33019,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
7355,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
7356,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
7357,Sullivan,New Hampshire,33019,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
7358,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
7359,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
7360,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
7361,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
7362,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
7363,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
7364,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
7365,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
7366,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
7367,Sullivan,New Hampshire,33019,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
7368,Sullivan,New Hampshire,33019,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
7369,Sullivan,New Hampshire,33019,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
7370,Sullivan,New Hampshire,33019,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
7371,Sullivan,New Hampshire,33019,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
7372,Sullivan,New Hampshire,33019,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
7373,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
7374,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
7375,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
7376,Sullivan,New Hampshire,33019,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
7377,Sullivan,New Hampshire,33019,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
7378,Sullivan,New Hampshire,33019,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
7379,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
7380,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
7381,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
7382,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
7383,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
7384,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
7385,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
7386,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
7387,Sullivan,New Hampshire,33019,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
7388,Sullivan,New Hampshire,33019,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
7389,Sullivan,New Hampshire,33019,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
7390,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
7391,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
7392,Sullivan,New Hampshire,33019,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
7393,Sullivan,New Hampshire,33019,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
7394,Sullivan,New Hampshire,33019,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4061410
7395,Sullivan,New Hampshire,33019,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4061410
7396,Sullivan,New Hampshire,33019,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4061410
7397,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4061410
7398,Sullivan,New Hampshire,33019,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4061410
7399,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4061410
7400,Sullivan,New Hampshire,33019,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4061410
7401,Sullivan,New Hampshire,33019,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4061410
7402,Sullivan,New Hampshire,33019,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4061408
7403,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4061408
7404,Sullivan,New Hampshire,33019,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4061408
7405,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4061408
7406,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4061408
7407,Sullivan,New Hampshire,33019,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4061408
7408,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4061408
7409,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4061408
7410,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4061408
7411,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4061408
7412,Sullivan,New Hampshire,33019,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4061408
7413,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
7414,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
7415,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
7416,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
7417,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
7418,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
7419,Sullivan,New Hampshire,33019,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
7420,Sullivan,New Hampshire,33019,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
7421,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
7422,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
7423,Sullivan,New Hampshire,33019,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
7424,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
7425,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
7426,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
7427,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
7428,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
7429,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
7430,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
7431,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
7432,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
7433,Sullivan,New Hampshire,33019,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
7434,Sullivan,New Hampshire,33019,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
7435,Sullivan,New Hampshire,33019,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
7436,Sullivan,New Hampshire,33019,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
7437,Sullivan,New Hampshire,33019,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
7438,Sullivan,New Hampshire,33019,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
7439,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
7440,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
7441,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
7442,Sullivan,New Hampshire,33019,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
7443,Sullivan,New Hampshire,33019,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
7444,Sullivan,New Hampshire,33019,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
7445,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
7446,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
7447,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
7448,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
7449,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
7450,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
7451,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
7452,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
7453,Sullivan,New Hampshire,33019,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
7454,Sullivan,New Hampshire,33019,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
7455,Sullivan,New Hampshire,33019,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
7456,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
7457,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
7458,Sullivan,New Hampshire,33019,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
7459,Sullivan,New Hampshire,33019,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
7460,Sullivan,New Hampshire,33019,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4061410
7461,Sullivan,New Hampshire,33019,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4061410
7462,Sullivan,New Hampshire,33019,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4061410
7463,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4061410
7464,Sullivan,New Hampshire,33019,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4061410
7465,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4061410
7466,Sullivan,New Hampshire,33019,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4061410
7467,Sullivan,New Hampshire,33019,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4061410
7468,Sullivan,New Hampshire,33019,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4061408
7469,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4061408
7470,Sullivan,New Hampshire,33019,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4061408
7471,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4061408
7472,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4061408
7473,Sullivan,New Hampshire,33019,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4061408
7474,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4061408
7475,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4061408
7476,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4061408
7477,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4061408
7478,Sullivan,New Hampshire,33019,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4061408
7479,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
7480,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
7481,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
7482,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
7483,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
7484,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
7485,Sullivan,New Hampshire,33019,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
7486,Sullivan,New Hampshire,33019,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
7487,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
7488,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
7489,Sullivan,New Hampshire,33019,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
7490,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
7491,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
7492,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
7493,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
7494,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
7495,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
7496,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
7497,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
7498,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
7499,Sullivan,New Hampshire,33019,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
7500,Sullivan,New Hampshire,33019,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
7501,Sullivan,New Hampshire,33019,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
7502,Sullivan,New Hampshire,33019,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
7503,Sullivan,New Hampshire,33019,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
7504,Sullivan,New Hampshire,33019,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
7505,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
7506,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
7507,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
7508,Sullivan,New Hampshire,33019,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
7509,Sullivan,New Hampshire,33019,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
7510,Sullivan,New Hampshire,33019,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
7511,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
7512,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
7513,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
7514,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
7515,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
7516,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
7517,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
7518,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
7519,Sullivan,New Hampshire,33019,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
7520,Sullivan,New Hampshire,33019,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
7521,Sullivan,New Hampshire,33019,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
7522,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
7523,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
7524,Sullivan,New Hampshire,33019,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
7525,Sullivan,New Hampshire,33019,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
